OBJECT_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
1859641,COLD WIND,2015,2457067.5,45,2025,9,Miscellaneous,2457067.5,45,2109,0.1,A,35.371416,-80.39855
777662,,1996,2450127.5,45,500,13,Missing/Undefined,2450127.5,45,1130,60,C,35.68960169,-94.56800081
382069,,2006,2453780.5,45,,7,Arson,,,,4,B,33.31849999,-93.20468001
1482008,,2011,2455606.5,45,1425,8,Children,2455606.5,45,1530,1,B,39.26,-75.13
971101,,1999,2451223.5,45,,6,Railroad,,,,20,C,28.19,-81.97
6989,CHANDLER,2006,2453780.5,45,1323,5,Debris Burning,2453780.5,45,1500,0.25,A,39.96638889,-120.9188889
369907,SUGARMILL,2005,2453415.5,45,1730,5,Debris Burning,2453421.5,51,1930,5,B,26.30665,-97.85444444
842163,,1998,2450858.5,45,,7,Arson,,,,65,C,30.6406,-87.81
935250,,2002,2452319.5,45,,3,Smoking,,,,4,B,35.7817,-87.4767
987980,,2000,2451588.5,45,,6,Railroad,,,,0.1,A,29.03,-82.1
628098,,2006,2453780.5,45,,5,Debris Burning,,,,1,B,33.50026001,-94.14140002
517324,,2006,2453780.5,45,,2,Equipment Use,,,,0.1,A,35.66149999,-80.65224002
1403906,,1996,2450127.5,45,1450,5,Debris Burning,2450127.5,45,1537,0.41,B,31.8065,-81.7537
1459113,CC,2011,2455606.5,45,1439,9,Miscellaneous,2455609.5,48,1800,702,E,37.53166667,-80.10805556
967056,,1996,2450127.5,45,,6,Railroad,,,,1,B,28.6689,-81.2961
1017504,,1995,2449762.5,45,,7,Arson,,,,1,B,35.1383,-82.845
1697293,FIRE ON CR 408,2013,2456337.5,45,,5,Debris Burning,,,,10,C,33.8374769,-97.2914987
985847,,2000,2451588.5,45,,8,Children,,,,2.1,B,30.65,-86.97
1478006,30063,2011,2455606.5,45,1430,5,Debris Burning,2455606.5,45,1430,1,B,35.53541667,-95.0085
1839470,NOR-20150217-005,2015,2457067.5,45,,9,Miscellaneous,2457067.5,45,,2,B,34.331379,-86.890476
1665973,,2013,2456337.5,45,1507,7,Arson,2456337.5,45,,0.1,A,44.597,-75.1735
1801809,FENCE POST,2015,2457067.5,45,1857,9,Miscellaneous,2457067.5,45,1945,0.5,B,35.21719,-95.83392
1819795,FY2015-HARALSON-033,2015,2457067.5,45,1058,5,Debris Burning,2457067.5,45,1314,1.7,B,33.86681667,-85.20458056
613134,,1999,2451223.5,45,,7,Arson,,,,50,C,30.21458,-94.92291
975841,,1996,2450127.5,45,,2,Equipment Use,,,,0.3,B,29.96,-85.38
1839377,2363,2015,2457067.5,45,1310,9,Miscellaneous,2457067.5,45,1325,0.01,A,39.01,-95.66
1713905,,2007,2454145.5,45,,13,Missing/Undefined,,,,3,B,18.314903,-67.027657
839126,,1998,2450858.5,45,,7,Arson,,,,15,C,33.9092,-85.4536
411142,,2005,2453415.5,45,,5,Debris Burning,,,,3,B,30.00805002,-82.71944002
1255817,FY2002-LANIER-024,2002,2452319.5,45,1217,5,Debris Burning,2452319.5,45,1217,2.02,B,30.9841,-83.0583
836448,,2002,2452319.5,45,1720,5,Debris Burning,,,,1,B,31.5058,-89.6878
1415271,,1994,2449397.5,45,1255,5,Debris Burning,2449397.5,45,,0.09,A,31.2926,-82.9177
389322,,2005,2453415.5,45,,5,Debris Burning,,,,3,B,34.31899997,-93.21999999
410734,,2005,2453415.5,45,,5,Debris Burning,,,,1,B,30.70778,-85.08139001
883597,,1999,2451224.5,46,,5,Debris Burning,,,,0.9,B,32.2014,-83.6114
874133,,1999,2451224.5,46,,5,Debris Burning,,,,0.3,B,34.9442,-84.4075
1876284,,2014,2456703.5,46,1427,5,Debris Burning,,,,0.12,A,34.9,-118.083333
630331,,2006,2453781.5,46,,8,Children,,,,50,C,32.82156,-100.0755
1135480,VALLEY IC                ,2008,2454511.5,46,,8,Children,,,,1,B,33.77305555,-116.9761111
875233,,1999,2451224.5,46,,5,Debris Burning,,,,37.5,C,34.3275,-85.3789
518164,,2006,2453781.5,46,,7,Arson,,,,5,B,36.18370002,-81.08555999
1167568,,1998,2450859.5,46,947,7,Arson,2450859.5,46,1052,1,B,31.0446818,-88.8060864
775568,,1994,2449398.5,46,1135,13,Missing/Undefined,2449398.5,46,1320,3,B,36.29909882,-94.87259688
452913,,2008,2454511.5,46,,5,Debris Burning,,,,0.05,A,30.8623473,-84.64993752
839252,,1998,2450859.5,46,,7,Arson,,,,6,B,34.4728,-85.5389
823880,,2000,2451589.5,46,,9,Miscellaneous,,,,0.1,A,31.8219,-89.7064
420376,,2003,2452685.5,46,,5,Debris Burning,,,,0.7,B,31.18664008,-82.17961346
839144,,1998,2450859.5,46,,7,Arson,,,,18,C,34.08,-85.4644
1487387,FY2011-BANKS-009,2011,2455607.5,46,1051,5,Debris Burning,2455607.5,46,1104,0.68,B,34.46895113,-83.48781342
986552,STAGECOACH,2001,2451955.5,46,,6,Railroad,,,,10119,G,28.2081,-81.7811
196424,LAKE,1997,2450494.5,46,1246,8,Children,2450494.5,46,1427,80,C,35.6453,-98.4795
1619374,MICHAEL'S DR.,2012,2455972.5,46,1430,7,Arson,2455972.5,46,1615,12,C,34.73541667,-79.29953333
1258634,FY2002-SUMTER-025,2002,2452320.5,46,1428,5,Debris Burning,2452320.5,46,1428,0.54,B,32.0816,-84.3385
971127,,1999,2451224.5,46,,6,Railroad,,,,3,B,30.23,-82.67
594880,,2006,2453782.5,47,,7,Arson,,,,6,B,35.76666997,-84.55334
1683114,9011,2013,2456339.5,47,1829,5,Debris Burning,2456339.5,47,2146,18.2,C,30.40235,-94.03015
992861,,2001,2451956.5,47,,2,Equipment Use,,,,1.5,B,29.0017,-82.4767
992400,,2001,2451956.5,47,,2,Equipment Use,,,,95,C,26.0278,-81.6458
1740682,JENNET WASHINGTON,2014,2456704.5,47,,11,Powerline,,,,1,B,32.8478644,-94.4854244
618975,,2006,2453782.5,47,,9,Miscellaneous,,,,64,C,33.21943997,-98.68555002
1166771,,1997,2450495.5,47,1800,7,Arson,2450495.5,47,1845,1,B,31.72724437,-88.75606766
846069,,1999,2451225.5,47,,7,Arson,,,,1,B,31.0483,-87.6747
852805,,2000,2451590.5,47,,5,Debris Burning,,,,4,B,30.4361,-88.3181
1706338,,2005,2453417.5,47,,13,Missing/Undefined,,,,30,C,18.119143,-67.060432
1714051,,2007,2454147.5,47,,13,Missing/Undefined,,,,2,B,18.056477,-66.940918
316847,UNNAMED FIRE 2055,2007,2454147.5,47,1530,8,Children,2454147.5,47,1530,0.1,A,34.108258,-117.182481
1515536,SCENIC,2011,2455608.5,47,1304,13,Missing/Undefined,2455608.5,47,1317,0.5,B,35.87608333,-81.14846667
1031699,LYMAN KITTRELL LANE FIRE,1999,2451225.5,47,,5,Debris Burning,,,,0.8,B,35.4917,-79.075
1594313,CR 141 (60),2012,2455973.5,47,1440,5,Debris Burning,2455973.5,47,1450,8.7,B,28.8257,-81.9574
644079,,2008,2454512.5,47,,8,Children,,,,1,B,32.44628,-97.79351
1378087,,1996,2450129.5,47,1500,5,Debris Burning,2450129.5,47,1558,9.74,B,31.9785,-83.6932
1320406,BRANDYWINE,1999,2451225.5,47,1220,5,Debris Burning,2451225.5,47,1220,0.1,A,38.6164212,-79.22916089
1257391,FY2002-MURRAY-053,2002,2452321.5,47,1125,5,Debris Burning,2452321.5,47,1125,2.18,B,34.6872,-84.8226
1394655,,1996,2450129.5,47,1615,9,Miscellaneous,2450129.5,47,1658,1.07,B,33.0239,-82.9082
1499376,,2011,2455608.5,47,1548,5,Debris Burning,,,,2,B,36.62583333,-80.63111111
1516963,HOPE ROAD,2011,2455608.5,47,1519,13,Missing/Undefined,2455608.5,47,1745,6,B,34.48411667,-79.1805
1049050,CORBETT FIRE,2002,2452321.5,47,,5,Debris Burning,,,,8,B,35.7333,-77.5667
782300,,1994,2449399.5,47,5,13,Missing/Undefined,2449399.5,47,45,0.1,A,34.2961001,-95.3172989
400734,,2003,2452686.5,47,,5,Debris Burning,,,,5,B,29.03333002,-82.48332998
181072,VOLANDRAS,1992,2448668.5,47,1421,8,Children,2448668.5,47,1552,1,B,43.1514,-100.9088
801303,,1999,2451225.5,47,,7,Arson,,,,5,B,37.2767,-82.7506
1839566,4.12E+12,2015,2457071.5,49,1053,9,Miscellaneous,2457071.5,49,1302,40,C,31.02044255,-88.53250469
945869,,1997,2450497.5,49,,7,Arson,,,,0.1,A,37.805,-78.5417
1512622,"3751 COVAS RD., AL",2011,2455610.5,49,2201,9,Miscellaneous,2455611.5,50,116,6,B,30.355067,-88.127937
1685909,FY2013-HART-009,2013,2456341.5,49,1403,5,Debris Burning,2456341.5,49,1440,2.8,B,34.26966944,-83.07390833
896960,,2002,2452323.5,49,,9,Miscellaneous,,,,25,C,31.3675,-92.9217
778644,,1992,2448670.5,49,1900,13,Missing/Undefined,2448670.5,49,2130,8,B,35.20999955,-94.98239882
1251981,FY2002-BURKE-070,2002,2452324.5,50,1543,5,Debris Burning,2452324.5,50,1543,3.74,B,32.955,-81.9705
1393477,,1996,2450132.5,50,1425,5,Debris Burning,2450132.5,50,1510,1.2,B,31.7896,-82.478
444296,,2007,2454150.5,50,,5,Debris Burning,,,,0.05,A,31.49914944,-84.80996751
1155696,,2004,2453054.5,50,1400,5,Debris Burning,2453054.5,50,1454,1,B,31.736211,-87.760529
1750404,FY2014-TELFAIR-018,2014,2456707.5,50,1111,5,Debris Burning,2456707.5,50,1151,0.1,A,31.91770556,-82.83761944
1247156,FY2001-LOWNDES-051,2001,2451959.5,50,1527,5,Debris Burning,2451959.5,50,1527,15.39,C,30.847,-83.1192
1385746,,1993,2449037.5,50,1700,7,Arson,2449037.5,50,1948,2.78,B,33.9501,-84.8997
422401,,2005,2453420.5,50,,5,Debris Burning,,,,0.3,B,32.18318696,-83.19143357
1243405,FY2001-BULLOCH-057,2001,2451959.5,50,1642,5,Debris Burning,2451959.5,50,1642,0.34,B,32.1836,-81.6704
96964,NO CALL,1997,2450498.5,50,2230,7,Arson,2450498.5,50,2245,0.1,A,38.475,-79.06666667
421252,,2005,2453420.5,50,,5,Debris Burning,,,,13.4,C,30.86853699,-83.39995427
739740,,1994,2449402.5,50,,13,Missing/Undefined,2449402.5,50,1142,3,B,34.375,-81.725
466756,,2004,2453054.5,50,,13,Missing/Undefined,,,,4,B,37.27859997,-86.32499997
1313444,STRINGTOWN,2004,2453054.5,50,1430,5,Debris Burning,2453054.5,50,1430,0.1,A,39.02921319,-79.91262683
1580066,SUNFIRE,2012,2455976.5,50,2125,2,Equipment Use,2455976.5,50,2200,0.1,A,43.2364,-102.8228
543744,,2002,2452324.5,50,,7,Arson,,,,0.25,A,40.51667,-74.5
811515,,2004,2453054.5,50,,2,Equipment Use,,,,1,B,31.0731,-89.5847
1223591,MS0    0909-3770219002,2009,2454881.5,50,1413,13,Missing/Undefined,,,,2,B,31.695504,-88.663013
1482786,,2011,2455611.5,50,1800,8,Children,2455611.5,50,,0.25,A,40.03,-74.24
1772606,MORGAN (36),2014,2456707.5,50,1645,8,Children,2456707.5,50,1847,2.5,B,26.5657,-81.6035
734852,,1994,2449402.5,50,,13,Missing/Undefined,2449402.5,50,1141,3,B,34.67083333,-79.72083333
609346,,1996,2450132.5,50,,7,Arson,,,,6,B,32.26875,-95.14375
967197,,1996,2450132.5,50,,6,Railroad,,,,0.5,B,29.62,-81.95
835747,,2002,2452324.5,50,1429,7,Arson,,,,10,C,30.6125,-88.7267
959562,,1996,2450132.5,50,,5,Debris Burning,,,,3,B,29.95,-82.57
1149167,,2007,2454151.5,51,1016,9,Miscellaneous,2454151.5,51,1115,1.5,B,32.917629,-86.607132
451972,,2007,2454151.5,51,,2,Equipment Use,,,,0.1,A,31.16176692,-82.42169002
73897,,1994,2449403.5,51,1300,5,Debris Burning,2449403.5,51,1500,2,B,35.97,-82.87
987575,,2000,2451594.5,51,,5,Debris Burning,,,,4,B,30.86,-86.67
881555,,1999,2451229.5,51,,5,Debris Burning,,,,4.1,B,32.5778,-81.4647
1429554,,1994,2449403.5,51,1430,5,Debris Burning,,,,1.5,B,30.7719,-87.62353
986950,,2000,2451594.5,51,,2,Equipment Use,,,,1,B,28.34,-82.53
1240899,FY2000-TAYLOR-023,2000,2451594.5,51,1406,7,Arson,2451594.5,51,1406,35.84,C,32.6815,-84.3199
1058162,LAKE LOGAN FIRE,2004,2453055.5,51,,9,Miscellaneous,,,,2.5,B,35.4167,-82.9333
1304192,,2007,2454151.5,51,1625,9,Miscellaneous,2454151.5,51,1625,0.1,A,40.81040877,-73.04070745
1236986,FY2000-DODGE-073,2000,2451594.5,51,1401,5,Debris Burning,2451594.5,51,1401,1.89,B,32.1669,-83.1652
695613,,1996,2450133.5,51,1540,7,Arson,2450133.5,51,1630,4,B,31.11740451,-90.83785235
779734,,1995,2449768.5,51,1605,13,Missing/Undefined,2449768.5,51,1700,1.5,B,34.87739991,-95.28690344
421326,,2005,2453421.5,51,,5,Debris Burning,,,,1.04,B,31.24455077,-83.82268178
908441,,1998,2450864.5,51,,5,Debris Burning,,,,0.1,A,33.6167,-79.75
425126,,2005,2453421.5,51,,5,Debris Burning,,,,6.03,B,32.22900665,-81.74473194
927738,,2002,2452325.5,51,,5,Debris Burning,,,,40,C,34.0167,-80.4667
787996,,1995,2449768.5,51,1750,5,Debris Burning,,,,1,B,37.39979709,-92.60601603
1541042,GRASS FIRE,2010,2455247.5,51,,5,Debris Burning,,,,1,B,32.096224,-94.840224
80904,,1995,2449768.5,51,930,7,Arson,2449768.5,51,950,0.1,A,33.75,-116.8333333
179886,SO. SHARPS,1995,2449768.5,51,1400,8,Children,2449768.5,51,1520,5,B,43.5144,-102.401
1507335,"811 SANDY CUT RD., AL",2011,2455612.5,51,1445,9,Miscellaneous,2455612.5,51,1600,0.5,B,32.088077,-88.247394
782982,,1992,2448672.5,51,1545,13,Missing/Undefined,2448672.5,51,1650,0.3,B,34.12239807,-94.88600157
781088,,1992,2448672.5,51,1947,13,Missing/Undefined,2448672.5,51,2140,10,C,34.57279986,-95.62879946
1706551,,2005,2453421.5,51,,13,Missing/Undefined,,,,0.5,B,18.224972,-67.139771
1490676,FY2011-TURNER-044,2011,2455612.5,51,1219,5,Debris Burning,2455612.5,51,1246,2.2,B,31.77434693,-83.78450434
1706518,,2005,2453421.5,51,,13,Missing/Undefined,,,,25,C,18.078007,-66.486336
1786710,HAY FIRE,2014,2456708.5,51,1645,13,Missing/Undefined,2456709.5,52,1700,12.7,C,29.98205,-98.40003333
453295,,2008,2454516.5,51,,5,Debris Burning,,,,7.03,B,31.66933512,-83.80766085
52577,,1992,2448672.5,51,1515,7,Arson,2448672.5,51,1800,20,C,35.60333333,-94.425
1431445,,1994,2449403.5,51,1900,4,Campfire,,,,0.1,A,33.41203,-85.35852
1220833,MS0    1010-4660221001,2010,2455248.5,52,1447,13,Missing/Undefined,,,,7,B,30.857928,-89.178556
665887,,2009,2454883.5,52,,2,Equipment Use,,,,0.1,A,37.21972,-78.13333
517386,,2006,2453787.5,52,,5,Debris Burning,,,,1,B,35.35572998,-81.74728002
564424,,2004,2453056.5,52,,7,Arson,,,,1,B,36.67666997,-94.68333
1155760,,2004,2453056.5,52,1433,5,Debris Burning,2453056.5,52,1451,0.5,B,34.85006,-87.524506
1207071,,2010,2455248.5,52,,7,Arson,,,,11.2,C,31.10851898,-83.70261235
1398501,,1997,2450500.5,52,1210,5,Debris Burning,2450500.5,52,1258,0.75,B,31.4465,-81.5757
587212,,2009,2454883.5,52,,5,Debris Burning,,,,4,B,34.07437,-80.50698
1688489,,2013,2456344.5,52,1000,7,Arson,2456344.5,52,1143,1,B,30.6354152,-89.74197502
400740,,2003,2452691.5,52,,5,Debris Burning,,,,0.1,A,28.46667,-82.18333
1366462,,2010,2455248.5,52,,5,Debris Burning,,,,40,C,33.83824,-87.032989
872478,,1998,2450865.5,52,,5,Debris Burning,,,,1.6,B,32.3381,-82.1144
1057734,HOT LOADER FIRE,2004,2453056.5,52,,5,Debris Burning,,,,0.2,A,35.7333,-82
694990,,1995,2449769.5,52,1409,3,Smoking,2449769.5,52,1540,20,C,34.54108359,-89.78236286
885836,,1997,2450500.5,52,,3,Smoking,,,,7,B,32.4764,-93.0411
408580,,2009,2454883.5,52,,2,Equipment Use,,,,2,B,28.68806,-81.80945
1155747,,2004,2453056.5,52,1438,7,Arson,2453056.5,52,1530,15,C,34.522062,-87.83811
592506,,2006,2453787.5,52,,13,Missing/Undefined,,,,6.19,B,45.24869999,-101.2519
408147,,2009,2454883.5,52,,8,Children,,,,0.2,A,30.19278,-82.2675
1416787,,1994,2449404.5,52,1900,7,Arson,2449404.5,52,2045,0.06,A,31.6698,-83.0714
1675073,FY2013-MCDUFFIE-029,2013,2456344.5,52,1425,5,Debris Burning,2456344.5,52,1520,1.02,B,33.42083333,-82.53972222
535474,,2009,2454883.5,52,,2,Equipment Use,,,,1,B,35.31343,-82.10381
1162410,,2005,2453422.5,52,1424,7,Arson,2453422.5,52,1900,16,C,31.107699,-88.133603
1506407,MS0    1111-3310221006,2011,2455613.5,52,1423,13,Missing/Undefined,,,,40,C,32.01245,-89.030637
52691,,1992,2448673.5,52,1540,5,Debris Burning,2448673.5,52,1800,5,B,35.34166667,-83.42833333
1025684,POWER LINE # 3,1997,2450500.5,52,,7,Arson,,,,0.2,A,35.1883,-81.945
810079,,2004,2453056.5,52,,7,Arson,,,,1,B,34.8106,-88.2478
1155799,,2004,2453056.5,52,1313,5,Debris Burning,2453056.5,52,,25,C,30.859058,-88.284792
1789952,CAMP,2015,2457074.5,52,1100,4,Campfire,2457074.5,52,1300,0.1,A,32.86388889,-108.3011111
476848,,2006,2453788.5,53,,7,Arson,,,,3,B,30.29293648,-89.94769269
576895,,2007,2454153.5,53,,2,Equipment Use,,,,8.1,B,35.16240002,-81.86472
1622852,,2012,2455979.5,53,1451,9,Miscellaneous,2455979.5,53,1534,0.1,A,41.421,-74.138
665486,,2009,2454884.5,53,,7,Arson,,,,0.2,A,37.145,-79.25555
850999,,2000,2451596.5,53,,5,Debris Burning,,,,3.2,B,32.4808,-87.0236
1774593,,2014,2456710.5,53,1145,9,Miscellaneous,2456710.5,53,1221,1,B,37.84562,-90.78415
1616710,,2012,2455979.5,53,1450,9,Miscellaneous,2455979.5,53,1630,8,B,33.64480077,-89.3110735
862196,,1999,2451231.5,53,,7,Arson,,,,1,B,35.4667,-93.2128
413948,,2006,2453788.5,53,,5,Debris Burning,,,,0.2,A,29.58,-81.96917
1119806,BENSON                   ,2000,2451596.5,53,,2,Equipment Use,,,,1,B,40.65888888,-122.04
1629117,GRASS/WOODS/FM843,2012,2455979.5,53,,5,Debris Burning,,,,1,B,31.442259,-94.8032039
1166010,,1997,2450501.5,53,1342,7,Arson,2450501.5,53,1432,2,B,31.79290954,-88.9842687
1531355,2600 BLK FM 196,2009,2454884.5,53,,5,Debris Burning,,,,0.1,A,33.70854353,-95.40540691
811336,,2004,2453057.5,53,,7,Arson,,,,5,B,31.3094,-89.3836
1501850,,2011,2455614.5,53,1518,2,Equipment Use,2455614.5,53,2330,65,C,34.84162,-93.19364
1706647,,2005,2453423.5,53,,13,Missing/Undefined,,,,5,B,18.056477,-66.940918
1421675,,2009,2454884.5,53,1700,13,Missing/Undefined,,,,1.6,B,30.42088,-93.689
1326153,GREENBRIER RUN ROAD,1992,2448674.5,53,1525,5,Debris Burning,2448674.5,53,1525,12,C,39.24905887,-80.5714676
375202,,2002,2452327.5,53,,5,Debris Burning,,,,1,B,37.39,-97.19
198978,LENO,1999,2451231.5,53,930,5,Debris Burning,2451231.5,53,1150,0.5,B,34.9014,-106.7681
1326020,ELK CREEK,1992,2448674.5,53,1535,5,Debris Burning,2448674.5,53,1535,35,C,37.73224424,-82.16265717
584758,,2004,2453057.5,53,,2,Equipment Use,,,,0.2,A,32.51667002,-80.91666001
866970,,2002,2452328.5,54,,5,Debris Burning,,,,30,C,36.1703,-93.3292
93170,POWERLINE,1996,2450136.5,54,1501,5,Debris Burning,2450136.5,54,1730,2,B,35.56,-93.06944444
833223,,2001,2451963.5,54,1823,5,Debris Burning,,,,1,B,30.7658,-89.6239
458010,,2009,2454885.5,54,,5,Debris Burning,,,,0.83,B,31.91328974,-84.25672624
173817,200,1995,2449771.5,54,1629,5,Debris Burning,2449771.5,54,1700,0.1,A,34.0501,-95.0002
1761894,REESE CREEK,2014,2456711.5,54,1435,5,Debris Burning,,,,3,B,36.742199,-84.092438
1706748,,2005,2453424.5,54,,13,Missing/Undefined,,,,0.5,B,18.36166,-66.236824
831408,,2001,2451963.5,54,1437,9,Miscellaneous,,,,0.1,A,33.6672,-89.1069
1489231,FY2011-CLAY-013,2011,2455615.5,54,1200,5,Debris Burning,2455615.5,54,1325,6,B,30.84411503,-84.90758577
834883,,2002,2452328.5,54,1645,7,Arson,,,,1,B,32.1961,-89.0708
934744,,2002,2452328.5,54,,7,Arson,,,,1.5,B,35.68,-85.2233
613543,,1999,2451232.5,54,,9,Miscellaneous,,,,7,B,32.31458,-94.68542
1570590,TANNER,2012,2455980.5,54,1500,9,Miscellaneous,2455980.5,54,1800,5,B,33.17611111,-79.81
1049919,CEDAR GROVE CHURCH #2,2002,2452328.5,54,,7,Arson,,,,10,C,34.7667,-79.0833
891104,,1999,2451232.5,54,,9,Miscellaneous,,,,3,B,30.6136,-90.6097
1615755,,2012,2455980.5,54,1520,9,Miscellaneous,2455980.5,54,1734,5,B,33.45666783,-89.90273787
886820,,1998,2450867.5,54,,9,Miscellaneous,,,,8,B,30.6053,-92.9703
406679,,2004,2453058.5,54,,7,Arson,,,,3,B,27.85083001,-82.17305002
476901,,2006,2453789.5,54,,7,Arson,,,,6,B,30.79595181,-90.76295289
740737,,1993,2449041.5,54,,13,Missing/Undefined,2449041.5,54,,4,B,33.99166667,-79.1625
451915,,2007,2454154.5,54,,8,Children,,,,0.3,B,31.42737218,-82.11005442
1484640,WF-64-STEWART RD.,2011,2455615.5,54,1218,2,Equipment Use,2455615.5,54,1310,3.5,B,28.9877,-81.2511
1054503,BROKE LOCK,2003,2452693.5,54,,2,Equipment Use,,,,0.2,A,35.2167,-81.1833
1714276,,2007,2454154.5,54,,13,Missing/Undefined,,,,1,B,17.994455,-66.043442
831429,,2001,2451963.5,54,1730,5,Debris Burning,,,,1,B,32.8189,-89.1528
192938,RAIL RD1,1998,2450867.5,54,1520,6,Railroad,2450867.5,54,1615,1.1,B,48.6166,-112.4509
876587,,1999,2451232.5,54,,5,Debris Burning,,,,0.9,B,32.9044,-84.6667
250110,MILLSAP,2009,2454885.5,54,1100,7,Arson,2454885.5,54,1155,13,C,36.2544,-96.31
864945,,2000,2451597.5,54,,7,Arson,,,,50,C,35.4342,-92.5789
1458475,CEMETARY ROAD,2011,2455616.5,55,1500,9,Miscellaneous,2455617.5,56,,8,B,31.09472222,-86.54805556
1270976,,2009,2454886.5,55,1530,5,Debris Burning,2454886.5,55,1530,1,B,37.63511,-82.64975
1397982,,1993,2449042.5,55,1300,5,Debris Burning,2449042.5,55,1340,0.78,B,34.7215,-85.0932
906653,,1997,2450503.5,55,,9,Miscellaneous,,,,3,B,33.6583,-81.0542
1774691,NOR-20140224-001,2014,2456712.5,55,,9,Miscellaneous,2456712.5,55,,16,C,34.12616,-87.680261
1514274,BLAKLEY AGAIN,2011,2455616.5,55,1545,13,Missing/Undefined,2455616.5,55,1630,0.5,B,34.83333333,-79.48
707375,,1996,2450137.5,55,1609,7,Arson,2450137.5,55,1730,5,B,31.46493571,-90.32687845
538886,,2006,2453790.5,55,,7,Arson,,,,0.25,A,39.45421,-74.71048998
694913,,1995,2449772.5,55,1330,3,Smoking,2449772.5,55,1530,35,C,32.22666503,-88.80454197
1155810,,2004,2453059.5,55,2000,7,Arson,2453060.5,56,30,52,C,34.072309,-87.908148
1019076,CHARLES IS BACK IN SADDLE,1996,2450137.5,55,,3,Smoking,,,,0.5,B,34.955,-79.7117
1367667,,2009,2454886.5,55,1930,7,Arson,,,,1,B,34.08401,-93.51245
535054,,2009,2454886.5,55,,7,Arson,,,,0.1,A,35.98027,-82.11715
1741400,,2014,2456712.5,55,1526,2,Equipment Use,2456712.5,55,1536,1,B,33.876317,-117.462133
1474188,,2011,2455616.5,55,1653,5,Debris Burning,2455616.5,55,1815,2,B,33.147945,-80.046959
1652810,,2013,2456347.5,55,1157,5,Debris Burning,2456347.5,55,1212,0.2,A,39.90995,-122.0942
1357229,JD SUGGS RD,2007,2454155.5,55,1850,5,Debris Burning,2454155.5,55,,8,B,35.123817,-86.76507
836433,,2002,2452329.5,55,1715,9,Miscellaneous,,,,0.1,A,31.5525,-90.2133
1383556,,1996,2450137.5,55,1810,5,Debris Burning,2450137.5,55,1931,3.6,B,32.0811,-82.9626
443928,,2007,2454155.5,55,,5,Debris Burning,,,,0.11,A,31.76000593,-84.61510676
1750994,FY2014-MCDUFFIE-019,2014,2456712.5,55,1453,5,Debris Burning,2456712.5,55,1625,16,C,33.41477778,-82.52816667
741049,,1993,2449042.5,55,,13,Missing/Undefined,2449042.5,55,,1,B,33.99166667,-79.84166667
1148089,,2009,2454886.5,55,1524,7,Arson,2454886.5,55,1749,37,C,31.238837,-88.099566
533805,,2009,2454886.5,55,,2,Equipment Use,,,,0.3,B,35.73333,-79.48333
449885,,2007,2454155.5,55,,5,Debris Burning,,,,1,B,32.12798417,-81.33142101
1380779,,1993,2449042.5,55,1500,5,Debris Burning,2449042.5,55,1740,5.42,B,31.5328,-83.4539
1438578,,1996,2450137.5,55,1330,4,Campfire,,,,40,C,32.16126,-86.4922
1356420,RITCHIE TIRE,2007,2454155.5,55,1800,7,Arson,2454155.5,55,,0.75,B,35.121283,-85.40908
1437556,,1996,2450137.5,55,2015,4,Campfire,,,,0.3,B,33.04708,-86.78049
918209,,2000,2451598.5,55,,3,Smoking,,,,0.2,A,34.0833,-79.5667
1379424,,1995,2449772.5,55,900,5,Debris Burning,2449772.5,55,1002,7.04,B,33.2981,-82.7466
930046,,2002,2452329.5,55,,5,Debris Burning,,,,1.5,B,33.3492,-80.4475
6943,TOOTIES,2006,2453790.5,55,1130,5,Debris Burning,2453790.5,55,1230,1,B,35.37472222,-83.68583333
1020887,COXE'S CREEK FIRE,1996,2450137.5,55,,9,Miscellaneous,,,,0.2,A,35.845,-82.045
823661,,2000,2451598.5,55,,9,Miscellaneous,,,,0.1,A,32.7789,-89.9467
946094,,1997,2450503.5,55,,5,Debris Burning,,,,0.1,A,39.1833,-78.2167
1603164,,2012,2455982.5,56,1400,5,Debris Burning,,,,1.2,B,32.66125,-92.37081
1379114,,1996,2450138.5,56,1405,7,Arson,2450138.5,56,1815,7.6,B,31.4636,-81.5355
1251630,FY2002-BROOKS-079,2002,2452330.5,56,1509,7,Arson,2452330.5,56,1509,2.53,B,30.9157,-83.4774
787225,,1995,2449773.5,56,2000,9,Miscellaneous,,,,30,C,37.69610093,-92.42077698
883647,,1999,2451234.5,56,,3,Smoking,,,,0.5,B,32.5956,-83.6906
1515268,DARK CORNER RD POWER LINE,2011,2455617.5,56,1350,13,Missing/Undefined,2455617.5,56,1405,0.2,A,35.25626667,-81.95051667
1649199,PIT,2013,2456348.5,56,1500,7,Arson,2456348.5,56,1540,0.3,B,44.9519,-101.4224
135144,STUCK FORD,2001,2451965.5,56,1530,7,Arson,2451965.5,56,1805,2,B,36.81666667,-84.41722222
1027454,FENTRESS RD.,1998,2450869.5,56,,3,Smoking,,,,2,B,35.4417,-79.6083
